Part Number,Manufacturer,Description,External Id
23A02038-454,None Specified,CONDUIT,21232
23A02038-455,None Specified,CONDUIT,21233
23A02038-456,None Specified,CONDUIT,21234
23A02038-457,None Specified,CONDUIT,21235
23A02038-611,None Specified,CONDUIT,21236
23A02038-613,None Specified,CONDUIT,21237
23A02038-614,None Specified,CONDUIT,21238
23A02038-615,None Specified,CONDUIT,21239
23A02038-616,None Specified,CONDUIT,21240
23A02038-618,None Specified,CONDUIT,21241
23A02038-619,None Specified,CONDUIT,21242
23A02038-620,None Specified,CONDUIT,21243
24200-002,None Specified,CABLE,21244
24200-004,None Specified,CABLE,21245
315W5304-4,SPIRIT,AEROSEAL,21246
315W5304-5,SPIRIT,SEAL,21247
315W5304-6,SPIRIT,SEAL,21248
315W5304-7,SPIRIT,SEAL,21249
315W5304-8,SPIRIT,SEAL,21250
315W5309-1,SPIRIT,CAM,21251
315W5309-2,SPIRIT,CAM,21252
315W5401-4,Boeing,DOOR AY,21253
315W5402-3,SPIRIT,DOOR ASSY,21254
315W5412-9,SPIRIT,HINGE ASSY,21255
315W5445-1,SPIRIT,"LINER,AUXILLIAR",21256
315W5445-2,SPIRIT,"LINER,AUXILLIAR",21257
315W5445-3,SPIRIT,"LINER,MAIN",21258
315W5446-1,SPIRIT,RUB STRIP,21259
315W5446-10,SPIRIT,RUB STRIP,21260
315W5446-11,Boeing,RUBSTRIP,21261
315W5446-2,SPIRIT,RUB STRIP,21262
315W5446-3,SPIRIT,RUB STRIP,21263
315W5446-4,SPIRIT,RUB STRIP,21264
315W5446-5,SPIRIT,Rub Strip,21265
315W5446-6,SPIRIT,RUB STRIP,21266
315W5446-7,SPIRIT,RUB STRIP,21267
315W5446-8,SPIRIT,RUB STRIP,21268
315W5446-9,SPIRIT,RUB STRIP,21269
315W5449-2,Boeing,SPACER,21270
315W5462-1,SPIRIT,SEAL-FWD,21271
315W5462-2,SPIRIT,SEAL-AFT,21272
315W5508-1,SPIRIT,HINGE FITTING,21273
315W5508-2,SPIRIT,HINGE FITTING,21274
315W5511-9,Boeing,SEAL AY,21275
315W5514-1,SPIRIT,SPACER,21276
315W5523-1,SPIRIT,SEAL ASSY,21277
315W5534-1,SPIRIT,SHOE ASSY,21278
315W5545-1,Boeing,SEAL,21279
315W5545-3,Boeing,SEAL,21280
315W5545-4,SPIRIT,SEAL,21281
315W5545-5,SPIRIT,SEAL ASSY,21282
315W5545-6,SPIRIT,SEAL ASSY,21283
315W5550-1,SPIRIT,DOOR,21284
315W5551-1,SPIRIT,DOOR,21285
315W5552-1,SPIRIT,DOOR,21286
315W5554-11,SPIRIT,LINK ASSY - DRA,21287
315W5554-9,SPIRIT,LINK ASSY - DRA,21288
315W5649-3,SPIRIT,FIRE SEAL,21289
31684-3,None Specified,SOLENOID,21290
31AT225,None Specified,SWITCH,21291
31TW1-7,None Specified,SWITCH,21292
31TW2-207,None Specified,SWITCH,21293
3202642-2,Honeywell GA Components & Spare Parts,"VALVE,CHECK, 3",21294
3202804-1,Honeywell GA Component Repairs,VALVE,21295
3202854-1,Honeywell GA Components & Spare Parts,"VALVE CHECK, AP",21296
3204908-5,Honeywell GA Components & Spare Parts,"VALVE OUTL, OVE",21297
3215302-4,Honeywell GA Components & Spare Parts,"VALVE,PRSOV/HPS",21298
315W5304-3,SPIRIT,SEAL,21299
3215388-1,Honeywell GA Components & Spare Parts,VALVE DUCT VENT,21300
451W4110-22,Goodrich Cargo Systems Spare Parts,RAIL,21301
451W4110-23,Goodrich (Lucas) Electrical Component Spare Parts,RAIL,21302
451W4110-25,TBA,RAIL AY,21303
451W4110-27,Goodrich Cargo Systems Spare Parts,RAIL,21304
451W4110-28,Goodrich Cargo Systems Spare Parts,RAIL,21305
451W4110-29,TBA,RAIL AY,21306
451W4110-30,TBA,RAIL AY,21307
451W4110-31,TBA,RAIL AY,21308
451W4110-32,TBA,RAIL AY,21309
451W4110-33,TBA,RAIL AY,21310
451W4110-34,TBA,RAIL AY,21311
451W4110-35,TBA,RAIL AY,21312
451W4110-36,TBA,RAIL AY,21313
451W4110-37,Goodrich Cargo Systems Spare Parts,RAIL,21314
451W4110-38,Goodrich Cargo Systems Spare Parts,RAIL,21315
451W4110-39,TBA,RAIL AY,21316
451W4110-40,Goodrich Cargo Systems Spare Parts,RAIL,21317
451W4110-41,Goodrich Cargo Systems Spare Parts,GUIDE,21318
451W4110-42,Goodrich Cargo Systems Spare Parts,GUIDE,21319
451W4112-2,Boeing,ROLLERAY,21320
451W4113-5,Goodrich (Lucas) Electrical Component Spare Parts,RESTRANT,21321
451W4113-6,Goodrich (Lucas) Electrical Component Spare Parts,RESTRANT,21322
451W4116-2,Boeing,BUSHING,21323
451W4119-7,TBA,RESTRANT,21324
451W4120-5,Goodrich Cargo Systems Spare Parts,WASHER,21325
451W4120-6,Goodrich Cargo Systems Spare Parts,WASHER,21326
451W4121-5,Goodrich Cargo Systems Spare Parts,WASHER,21327
451W4121-7,Goodrich Cargo Systems Spare Parts,WASHER,21328
451W4140-3,Boeing,GUIDE AY,21329
451W4140-4,Boeing,GUIDE AY,21330
451W4140-5,Goodrich (Lucas) Electrical Component Spare Parts,GUIDE,21331
451W4140-6,Goodrich (Lucas) Electrical Component Spare Parts,GUIDE,21332
451W4210-25,TBA,RAIL AY,21333
451W4210-26,TBA,RAIL AY,21334
451W4210-27,TBA,RAIL AY,21335
451W4210-28,TBA,RAIL AY,21336
451W4210-29,TBA,RAIL AY,21337
451W4210-30,TBA,RAIL AY,21338
451W4210-31,Goodrich Cargo Systems Spare Parts,RAIL,21339
451W4210-32,Goodrich Cargo Systems Spare Parts,RAIL,21340
451W4210-33,TBA,RAIL AY,21341
451W4210-34,TBA,RAIL AY,21342
451W4210-35,TBA,RAIL AY,21343
451W4210-37,Goodrich (Lucas) Electrical Component Spare Parts,RAIL,21344
451W4210-40,TBA,RAIL AY,21345
451W4210-41,Goodrich Cargo Systems Spare Parts,GUIDE,21346
451W4210-43,Goodrich Cargo Systems Spare Parts,GUIDE,21347
451W4210-44,Goodrich Cargo Systems Spare Parts,RAIL,21348
451W4210-45,Goodrich Cargo Systems Spare Parts,RAIL,21349
451W4210-46,Goodrich Cargo Systems Spare Parts,RAIL,21350
451W4210-47,Goodrich Cargo Systems Spare Parts,RAIL,21351
451W4210-48,Goodrich Cargo Systems Spare Parts,RAIL,21352
451W4210-57,Goodrich Cargo Systems Spare Parts,GUIDE,21353
451W4210-58,TBA,RAIL AY,21354
451W4210-61,Goodrich Cargo Systems Spare Parts,GUIDE,21355
808580-1,TBA,DUCT,21356
808596-1,TBA,ROD,21357
808601-1,HAMILTON SUNDSTRAND,CONNECTR,21358
808602-1,TBA,DUCT,21359
808603-1,HAMILTON SUNDSTRAND,DUCT,21360
808630-1,TBA,COOLER,21361
8087-400,TBA,COUPLING,21362
809581-4,HAMILTON SUNDSTRAND,ACTUATOR,21363
81000-33801,TBA,LIGHT,21364
81000-33802,Resource Data Pricing (Map to AVL),LIGHT - 81000-3,21365
81000-33901,TBA,LIGHT,21366
81000-35701,TBA,LIGHT,21367
81000-35802,TBA,LENS,21368
81001-33801,TBA,HOUSING,21369
81001-33802,TBA,HOUSING,21370
81001-33901,BE Aerospace,RED PROXIMITY L,21371
8102-0401,Resource Data Pricing (Map to AVL),SENSOR,21372
810200-3,TBA,CTC,21373
810204-4,AIRBUS SAS,VALVE,21374
810205-2,AIRBUS SAS,VALVE,21375
810206-5,TBA,ACTUATOR,21376
810207-4,AIRBUS SAS,RH FIDH,21377
810208-9,HS,B777 HEAT EXCHA,21378
810209-11,TBA,ACM,21379
810210-2,TBA,EXCHANGR,21380
810211-1,None Specified,"SENSOR, TEMPERA",21381
810211-2,HS,TEMPERATURE SEN,21382
810212-1,TBA,DUCT,21383
810213-1,TBA,NOZZLE,21384
810214-2,AIRBUS SAS,VALVE,21385
810216-1,TBA,VALVE,21386
810220-1,TBA,SENSOR,21387
810220-2,TBA,SENSOR,21388
810221-1,None Specified,"VALVE,BUTTERFLY",21389
810221-2,AIRBUS SAS,VALVE,21390
810223-1,TBA,SENSOR,21391
810223-2,HS,"SENSOR, THMS TE",21392
810229-6,TBA,VALVE,21393
810230-4,AIRBUS SAS,SENSOR,21394
810233-2,TBA,VALVE,21395
810233-3,TBA,VALVE AY,21396
810234-3,TBA,SENSOR,21397
810237-1,TBA,DUCT,21398
810238-1,TBA,DUCT,21399
810239-1,TBA,DUCT,21400
810240-1,TBA,DUCT,21401
810241-2,TBA,DUCT,21402
810242-1,TBA,DUCT,21403
810243-1,TBA,DUCT,21404
810244-2,TBA,DUCT,21405
810245-2,TBA,DUCT,21406
810247-1,TBA,DUCT,21407
810248-1,TBA,DUCT,21408
810249-1,TBA,DUCT,21409
810251-2,TBA,DUCT,21410
HB187,TBA,HEATER,21411
HB188,TBA,HEATER,21412
HB244,TBA,HEATER,21413
HB254,TBA,HEATER,21414
HBL7487,TBA,OUTLET,21415
HD11090-101,TBA,HOLDDOWN,21416
HD11091-101,TBA,HOLDDOWN,21417
HD11098-101,TBA,HOLDDOWN,21418
HFE95-20D,AIRBUS SAS,ESPRESSO MAKER,21419
HG2040AD01,TBA,SAARU,21420
HG2040AD02,Honeywell Commercial Airline Components & Spare Pa,SAARU,21421
HG2060AD01,Honeywell,ADIRU,21422
HLT423AP10-11,TBA,BOLT,21423
HLT423AP10-9,TBA,BOLT,21424
HLX64621,Resource Data Pricing (Map to AVL),BULB,21425
HP1373100-3,TBA,VALVE AY,21426
HP1373105-1,TBA,HANDLE,21427
HP750A32,TBA,PLUG,21428
HR003,TBA,HEATER,21429
HR004,TBA,HEATER,21430
HRS3CAR16,TBA,BEARING,21431
HS1070,Valtec Control Valves,SWITCH,21432
HS32,Jamco America,CLAMP,21433
HS60,Jamco America,CLAMP,21434
HTA4F,TBA,RELAY,21435
HTC7F,TBA,RELAY,21436
HTC7N,TBA,RELAY,21437
HV3110A,TBA,GROMMET,21438
HV6064,None Specified,PLUG,21439
IC026001,TBA,OVEN,21440
IC027001,TBA,OVEN,21441
IT4350-350,TBA,HOSE AY,21442
IT4352-526,TBA,TEE,21443
IT4353-523,TBA,HOSE AY,21444
J082269-6,Resource Data Pricing (Map to AVL),UNIT BALL,21445
J0NC3,TBA,RING,21446
J23167-10,TBA,ISOLATOR,21447
JCD4N,None Specified,RELAY,21448
JCLD4N,None Specified,RELAY-SEALED,21449
JD4L115,TBA,RELAY,21450
JE4,TBA,ACTUATOR,21451
JF001001,TBA,HOT CUP,21452
JISB1176M4X16,Jamco America,CAP SCREW,21453
JISB1181M8TA,Jamco America,NUT,21454
JISB1255A10,Jamco America,LOCK WASHER SUS,21455
JM43CB3SS112,TBA,CLAMP,21456
JMS0206-2-125SS,Jamco America,HOSE-DRAIN,21457
JMS0206-3A020SS,Jamco America,HOSE-DRAIN,21458
JMS0206-3A066SS,Jamco America,HOSE-DRAIN,21459
JMS0206-6-060SS,Jamco America,HOSE-DRAIN,21460
JMS1503-11-1,TBA,WASHER,21461
JMS1503-17-3C,None Specified,WASHER,21462
JMS1515-5103S5,TBA,RING,21463
HB186,TBA,HEATER,21464
JMS1602-6100,TBA,BUSHING,21465
0FV7100A07G07,Jamco America,TRIM TYPE9,21466
0FV7100A07G08,Jamco America,TRIM TYPE9,21467
0FV7300A01G03,None Specified,TRIM ASSY,21468
0FV7300A01G04,Jamco America,TRIM TYPE11,21469
0FV8150A01M05,Jamco America,SHAFT,21470
0FV8160A01G01,Jamco America,ROD ASSY,21471
0FV8350A04M01,Jamco America,PLATE,21472
0FV8450A01G01,None Specified,BUMPER ASSY,21473
0FV8480A01M01,None Specified,BUMPER,21474
0FV8480A02M01,Jamco America,BUMPER,21475
0FV8520A02M01,Jamco America,SPRING,21476
0FV8530A03M01,Jamco America,PIN,21477
0FV8550A01M03,Jamco America,BEARING,21478
0FV8550A03M03,Jamco America,BEARING,21479
0FV8750A02M01,Jamco America,HOOK,21480
0FV8900A02M01,Jamco America,SEAL,21481
0FV8910A01M01,Jamco America,SEAL,21482
0FV8910A01M02,Jamco America,SEAL,21483
0FV8910A01M04,Jamco America,SEAL,21484
0FV8910A02M01,NO MFG INFO,SEAL,21485
0FV8920A01M11,Jamco America,RUBBER SEAL,21486
0FV8920A03G01,NO MFG INFO,SEAL-RUBBER,21487
0FV9000A01G03,Jamco America,THRESHOLD ASSY,21488
0FV9000A01G04,Jamco America,THRESHOLD ASSY,21489
0FV9000A07G03,Jamco America,THRESHOLD ASSY,21490
0FV9000A18G03,Jamco America,THRESHOLD ASSY,21491
0FV9000A18G04,Jamco America,THRESHOLD ASSY,21492
0FV9000A20G07,Jamco America,THRESHOLD ASSY,21493
0FV9000A20G08,Jamco America,THRESHOLD ASSY,21494
0FV9000A23G03,Jamco America,THRESHOLD ASSY,21495
0FV9000A23G04,Jamco America,THRESHOLD ASSY,21496
0FV9000A25G03,Jamco America,THRESHOLD ASSY,21497
0FV9010A01M03,Jamco America,THRESHOLD,21498
0FV9010A01M04,Jamco America,THRESHOLD,21499
0FV9010A03M03,Jamco America,THRESHOLD,21500
0FV9010A03M04,Jamco America,THRESHOLD,21501
0FV9010A08M03,Jamco America,THRESHOLD,21502
0FV9010A08M04,Jamco America,THRESHOLD,21503
0FV9500A01G01,Jamco America,ASHTRAY,21504
0FV9600A01G01,None Specified,ASHIRAY,21505
0FV9700A01G01,None Specified,ESCUTCHEON,21506
0L3071BPEGPL,Resource Data Pricing (Map to AVL),LAMP- MINIATURE,21507
0L387BPGPL,Resource Data Pricing (Map to AVL),LAMP,21508
0L6034BPGPL,Resource Data Pricing (Map to AVL),BULB,21509
0L6839BPEGPL,Resource Data Pricing (Map to AVL),LAMP,21510
0L685AS15-297,None Specified,LAMP,21511
0MT2-1001,None Specified,SCREW,21512
0MT3-1001,None Specified,WASHER,21513
0SA9000A07M01,Jamco America,BUSHING-LWR FTG,21514
0SA9000A07M03,Jamco America,BUSHING-LWR FTG,21515
0SA9000A08M01,Jamco America,BUSHING-LWR FTG,21516
0SA9030A01M01,Jamco America,WASHER-LWR FTG,21517
0SD3000A18M01,Jamco America,SPACER,21518
0FV7100A07G06,Jamco America,TRIM TYPE9,21519
0SD3000A26M01,Jamco America,SPACER,21520
115W3350-2,Boeing,SEAL,21521
115W3350-20,Boeing,SEAL,21522
115W3350-3,Boeing,SEAL,21523
115W3350-5,Boeing,SEAL,21524
115W3350-9,Boeing,SEAL,21525
115W3390-23,None Specified,WEDGE,21526
115W3390-24,None Specified,WEDGE,21527
115W3450-1,Boeing,SEAL,21528
115W3450-3,Boeing,SEAL,21529
115W3452-1,Boeing,SEAL,21530
115W3452-11,Boeing,SEAL,21531
115W3452-3,Boeing,SEAL,21532
115W3452-5,Boeing,SEAL,21533
115W3452-7,Boeing,SEAL,21534
115W3452-9,Boeing,SEAL,21535
115W3510-3,Boeing,PLUG,21536
115W3510-4,Boeing,STOP,21537
115W3550-1,Boeing,SEAL,21538
115W3550-10,Boeing,SEAL,21539
115W3550-2,Boeing,SEAL,21540
115W3550-3,Boeing,SEAL,21541
115W3550-4,Boeing,SEAL,21542
115W3550-7,Boeing,SEAL,21543
115W3550-9,Boeing,SEAL,21544
115W3572-1,Boeing,SPRING,21545
115W3573-21,Boeing,SEAL,21546
115W3573-39,Boeing,PIN,21547
115W3575-5,Boeing,SEAL,21548
115W3575-6,Boeing,SEAL,21549
115W3575-7,Boeing,SEAL,21550
115W3575-8,Boeing,SEAL,21551
115W4132-10,None Specified,SEAL,21552
115W4132-6,None Specified,SEAL,21553
115W4350-13,Boeing,SEAL,21554
115W4350-14,Boeing,SEAL,21555
115W4350-15,Boeing,SEAL,21556
115W4350-17,Boeing,SEAL,21557
115W4350-18,Boeing,SEAL,21558
115W4350-19,Boeing,SEAL,21559
115W4350-20,Boeing,SEAL,21560
115W4351-11,Boeing,SHIM,21561
115W4351-13,Boeing,SHIM,21562
115W4550-31,Boeing,SEAL,21563
115W4550-41,None Specified,SEAL,21564
115W4550-42,None Specified,SEAL,21565
115W4550-43,None Specified,SEAL,21566
115W4550-44,None Specified,SEAL,21567
115W4550-45,Boeing,SEAL,21568
115W4550-46,Boeing,SEAL,21569
115W4550-47,Boeing,SEAL,21570
115W4550-49,Boeing,SEAL,21571
115W4550-51,Boeing,SEAL,21572
115W4550-53,Boeing,SEAL,21573
115W4550-54,Boeing,SEAL,21574
115W4550-55,Boeing,SEAL,21575
161W0095-2,Boeing,PIN,21576
161W0097-1,Boeing,WASHER,21577
161W0100-5,Boeing,SPINDLAY,21578
161W0100-6,Boeing,SPINDLAY,21579
161W0102-1,Boeing,WASHER,21580
161W0103-1,Boeing,NUT,21581
161W0106-3,Boeing,SPINDLE,21582
161W0108-1,Boeing,WASHERAY,21583
161W0108-2,Boeing,WASHR AY,21584
161W0109-1,Boeing,NUT,21585
161W0113-10,Boeing,FTG AY,21586
161W0113-13,Boeing,FITTING,21587
161W0113-14,Boeing,FITTING,21588
161W0113-9,Boeing,FITTING,21589
161W0115-4,Boeing,RACE AY,21590
161W0120-3,Boeing,PIN AY,21591
161W0120-5,Boeing,PIN AY,21592
161W0125-1,Boeing,WASHER,21593
161W0130-2,Boeing,FTG AY,21594
161W0145-1,Boeing,PIN AY,21595
161W0145-3,Boeing,PIN AY,21596
161W1010-1,Boeing,ARM AY,21597
161W1010-2,Boeing,ARM AY,21598
161W1012-1,Boeing,PIN,21599
161W1013-1,Boeing,END CAP,21600
161W1014-1,Boeing,SHAFT,21601
161W1020-1,Boeing,SHAFT,21602
161W1021-1,Boeing,WASHER,21603
161W1022-1,Boeing,NUT,21604
161W1030-1,Boeing,SENSOR,21605
161W1030-2,Boeing,SENSOR,21606
161W1034-1,Boeing,SPACER,21607
161W1034-2,Boeing,SPACER,21608
161W1144-1,Boeing,PIN,21609
161W1145-2,Boeing,PIN,21610
161W1146-2,Boeing,PIN,21611
161W1147-1,Boeing,NUT,21612
161W1149-1,Boeing,NUT,21613
161W1155-1,Boeing,PLATE,21614
161W1161-1,Boeing,SPACER,21615
161W1163-1,Boeing,AXLE AY,21616
161W1163-13,Boeing,AXLE AY,21617
161W1164-3,Boeing,CRANK A,21618
161W1166-1,Boeing,LINK AY,21619
161W1170-3,Boeing,ROD AY,21620
161W1170-5,Goodrich Wheel & Brake Components & Spare Parts,"BRAKE ROD ASSY,",21621
161W1171-3,Boeing,ROD AY,21622
161W1171-5,Boeing,ROD AY,21623
161W1178-1,Boeing,PIN,21624
161W1179-3,Boeing,PIN AY,21625
161W1188-2,Boeing,PIN,21626
161W1189-1,Boeing,COLLAR,21627
161W1189-2,Boeing,COLLAR,21628
161W1203-1,Boeing,ROLLER,21629
161W1205-1,Boeing,PIN,21630
24E507040G04,THE BOEING COMPANY,HEATER AY-WATER,21631
24E508321G02,None Specified,HEATER,21632
24E508322G02,None Specified,HEATER,21633
25-1641-23-3,None Specified,LENS,21634
2500210-5,Honeywell GA Components & Spare Parts,DUST CAP,21635
2501ELM3,None Specified,PANEL,21636
250N2004-224,Boeing,ROD AY,21637
250N2004-225,Boeing,ROD AY,21638
250N2004-609,Boeing,ROD AY,21639
250N2004-610,Boeing,ROD AY,21640
250N2008-4,Boeing,BUSHING,21641
251N6225-1,Boeing,PLATE AY,21642
251N6421-1,Boeing,GROMMET,21643
251T0100-102,Boeing,BUS ROD,21644
251T0100-1409,Boeing,ROD AY,21645
251T0100-1412,Boeing,ROD AY,21646
251T0100-1416,Boeing,ROD AY,21647
251T0100-159,Boeing,TUBE AY,21648
251T0100-161,Boeing,ROD AY,21649
251T0100-163,Boeing,ROD AY,21650
251T0100-164,Boeing,ROD AY,21651
251T0100-166,Boeing,ROD AY,21652
251T0100-167,Boeing,ROD AY,21653
251T0100-168,Boeing,ROD AY,21654
251T0100-169,SPIRIT AEROSYSTEMS,ROD ASSY,21655
251T0100-419,Boeing,ROD AY,21656
251T0100-420,Boeing,ROD AY,21657
251T0100-423,Boeing,ROD AY,21658
251T0100-424,Boeing,ROD AY,21659
251T1304-3,Boeing,SEAL AY,21660
251T2246-8,Boeing,BOLT AY,21661
251T3741-12,Boeing,BUSHING,21662
251T3741-13,Boeing,BUSHING,21663
251T3742-2,Boeing,BUSHING,21664
251T3742-31,SPIRIT AEROSYSTEMS,BUSHING- FLANGE,21665
251T3742-32,Boeing,BUSHING,21666
251W1130-1,Boeing,FTG AY,21667
251W1130-3,None Specified,FTG AY,21668
251W1135-2,Boeing,PIN,21669
251W1210-2,Boeing,LINK AY,21670
251W1220-1,Boeing,LINK AY,21671
251W1350-2,Boeing,PIN,21672
251W1450-4,Boeing,PIN,21673
251W1615-1,Boeing,GROMMET,21674
251W1653-1,Boeing,ROD AY,21675
251W1710-1,Boeing,CYLINDE,21676
251W2110-1,SPIRIT AEROSYSTEMS,REACTION LINK A,21677
251W2120-3,Boeing,LINK AY,21678
251W3112-1,Boeing,LINK AY,21679
251W3122-1,Boeing,LINK AY,21680
251W4110-8,None Specified,HORZ. STAB ACTU,21681
251W4444-1,Boeing,SWITCH,21682
251W4444-2,Boeing,SWITCH,21683
24654-080,None Specified,CABLE AY,21684
251W4444-3,Boeing,SWCH AY,21685
3215394-7,Honeywell GA Components & Spare Parts,VALVE MODULATIN,21686
325750,None Specified,STRAP,21687
328,Cessna Citation Airframe Components & Spare Parts,LAMP-328,21688
328-5024-000,Collins Avionics Components & Spare Parts,SETSCREW,21689
3283076-5,Honeywell GA Components & Spare Parts,"VALVE, AIR TURB",21690
3290744-10,Honeywell GA Components & Spare Parts,VALVE,21691
3290744-11,Honeywell GA Components & Spare Parts,"VALVE OUTLINE,",21692
3290770-3,Honeywell GA Components & Spare Parts,VALVE,21693
3290770-4,Honeywell GA Components & Spare Parts,VALVE,21694
3290814-5,Honeywell GA Components & Spare Parts,"VALVE OUTLINE,",21695
3290888-2,Honeywell GA Components & Spare Parts,"VALVE OUTLINE,",21696
3290888-3,Honeywell GA Components & Spare Parts,"VALVE OUTLINE,",21697
32C173,None Specified,"VALVE,CHECK",21698
32C253,None Specified,"VALVE,CHECK",21699
33-109-1,Crane/Hydro Aire Fuel Pump & Anti-Skid Spare Parts,MODULE,21700
33-111-1,None Specified,MODULE,21701
331-0006-01,NO MFG INFO,VACCUM WASTE VA,21702
332W3120-1,Boeing,BLOCK,21703
332W3130-15,Boeing,STRAP A,21704
332W3314-10,Boeing,LINK AY,21705
332W3314-11,Boeing,LINK AY,21706
332W3314-14,Boeing,LINK AY,21707
332W3314-15,Boeing,LINK AY,21708
332W3314-16,Boeing,LINK AY,21709
332W3314-17,Boeing,LINK AY,21710
332W3314-27,Boeing,LINK AY,21711
332W3314-35,Boeing,LINK AY,21712
332W3314-38,Boeing,LINK AY,21713
332W3314-40,Boeing,LINK AY,21714
332W3314-45,Boeing,LINK AY,21715
332W3314-47,Boeing,LINK AY,21716
332W3314-53,Boeing,LINK AY,21717
332W3314-59,Boeing,LINK AY,21718
332W5101-1,Boeing,BLOCK,21719
332W5101-2,Boeing,BLOCK,21720
332W5101-3,Boeing,BLOCK,21721
332W5101-4,Boeing,CHANNEL,21722
332W5101-5,Boeing,BLOCK,21723
332W5101-6,Boeing,BLOCK,21724
332W5101-7,Boeing,BLOCK,21725
332W5101-8,Boeing,BLOCK,21726
332W5101-9,Boeing,CHANNEL,21727
332W5150-2,Boeing,TUBE AY,21728
332W5150-3,None Specified,TUBE AY,21729
332W5150-5,Boeing,TUBE AY,21730
332W5221-4,Boeing,PLATE,21731
332W5222-20,Boeing,TUBE AY,21732
332W5222-21,Boeing,TUBE AY,21733
332W5222-22,Boeing,TUBE AY,21734
332W5222-26,Boeing,TUBE AY,21735
332W5222-27,Boeing,TUBE AY,21736
332W5222-28,Boeing,TUBE AY,21737
332W5240-11,Boeing,TUBE AY,21738
332W5240-12,Boeing,TUBE AY,21739
332W5240-20,Boeing,TUBE AY,21740
451W4310-7,Goodrich Cargo Systems Spare Parts,ASSEMBLY,21741
451W4313-6,Boeing,CRANK AY,21742
451W4313-8,TBA,CRANK AY,21743
451W4315-4,Boeing,CRANK AY,21744
451W4315-6,TBA,CRANK AY,21745
451W4410-10,Goodrich (Lucas) Electrical Component Spare Parts,ASSEMBLY,21746
451W4410-9,Goodrich Cargo Systems Spare Parts,LATERAL GUIDE A,21747
451W4411-1,Boeing,CRANK AY,21748
451W4412-2,Goodrich Cargo Systems Spare Parts,LATERAL GUIDE A,21749
451W4440-16,Goodrich Cargo Systems Spare Parts,GUIDE,21750
451W4440-21,Goodrich Cargo Systems Spare Parts,ASSEMBLY,21751
451W4446-11,Goodrich Cargo Systems Spare Parts,GUIDE,21752
451W4447-1,Boeing,STOP,21753
451W4447-3,Goodrich Cargo Systems Spare Parts,GUIDE,21754
451W4448-1,TBA,CLEVIS,21755
451W4449-2,Boeing,DETENTAY,21756
451W4455-2,Boeing,SLIDE,21757
451W4456-1,Boeing,PIN,21758
451W4475-3,Goodrich Cargo Systems Spare Parts,ASSEMBLY,21759
451W4475-4,Goodrich Cargo Systems Spare Parts,ASSEMBLY,21760
45223,TBA,VALVE,21761
452T1032-6,Boeing,LOCKHEAD,21762
452T1040-1,Boeing,STOP AY,21763
452T2005-1,Boeing,SPACER,21764
452T2012-1,Boeing,BUSHING,21765
453T1621-2,Boeing,PIN,21766
453W1009-10,Boeing,STRIP,21767
453W1009-11,Boeing,STRIP,21768
453W1009-12,Boeing,STRIP,21769
453W1009-13,Boeing,STRIP,21770
453W1009-8,Boeing,STRIP,21771
453W1009-9,Boeing,STRIP,21772
453W2114-1,Boeing,PANEL AY,21773
453W2114-18,Boeing,PANEL,21774
453W2114-2,Boeing,PANEL AY,21775
453W2114-3,Boeing,PANEL,21776
453W2114-33,Boeing,PANEL AY,21777
453W2114-34,Boeing,PANEL AY,21778
453W2114-36,Boeing,PANEL,21779
453W2114-37,Boeing,STMEL,21780
453W2114-4,Boeing,PANEL AY,21781
453W2114-46,Boeing,PANEL,21782
453W2114-5,Boeing,PANEL AY,21783
453W2114-8,Boeing,PANEL,21784
453W2214-1,Boeing,PANEL,21785
453W2214-25,Boeing,PANEL,21786
453W2214-26,Boeing,PANEL AY,21787
453W2214-45,Boeing,PANEL,21788
453W2215-2,TBA,STRAP,21789
453W4120-1,Boeing,PANEL,21790
453W9310-1,Boeing,NET AY,21791
453W9310-2,Boeing,NET AY,21792
453W9310-3,Boeing,NET AY,21793
453W9310-36,TBA,NET AY,21794
4551,Cessna Aircraft Airrframe Components & Spare Parts,NOSE TAXI BULB,21795
810252-2,TBA,DUCT,21796
810255-2,TBA,DUCT,21797
810259-1,TBA,DUCT,21798
810260-6,TBA,PACK AY,21799
810263-1,TBA,DUCT,21800
810270-6,TBA,PACK AY,21801
810320-1,HS,CONNECTOR-FLEXI,21802
810502-3,TBA,VALVE AY,21803
810503-5,HAMILTON SUNDSTRAND,CONTROL,21804
810504-7,TBA,SENSOR,21805
810504-9,HAMILTON SUNDSTRAND,SENSOR,21806
810505-3,TBA,ACIPS,21807
810601-3,None Specified,"REGULATOR,TEMPE",21808
810603-5,HAMILTON SUNDSTRAND,SENSOR,21809
8.10E+104,None Specified,JET SCAVENGE FU,21810
810E102C5,TBA,PLUG,21811
810E102C6,TBA,NOZZLE,21812
8112-0401,TBA,ACTUATOR,21813
81290-12,TBA,VALVE,21814
815131-1,TBA,BEARING,21815
816420-3,TBA,EDIU,21816
8178-1,Resource Data Pricing (Map to AVL),BALLAST,21817
8182-1,Resource Data Pricing (Map to AVL),BALLAST,21818
8184-1,None Specified,"BALLAST,LAMP",21819
8189,TBA,MODULE,21820
82000-35701,Jamco America,HOUSING-NSFSB,21821
82000-35801,NO MFG INFO,LENS,21822
82000-36101,Jamco America,HOUSING-E/S,21823
82000-37201,TBA,HOUSING,21824
